Forma	Frec. gral.	Frec. norm.
desea	8313	24.864
semillas	8313	24.864
toque	8313	24.864
pescado	8310	24.855
Rojas	8307	24.846
vigente	8306	24.843
dada	8304	24.838
inicia	8303	24.835
efectiva	8299	24.823
reservas	8299	24.823
surge	8298	24.82
cuartos	8296	24.814
Investigación	8295	24.811
Municipal	8293	24.805
llave	8293	24.805
recordaba	8292	24.802
contribuir	8290	24.796
liderazgo	8288	24.79
salieron	8286	24.784
39	8285	24.781
anoche	8283	24.775
quedé	8280	24.766
adquirir	8275	24.751
buscaba	8274	24.748
celebrar	8272	24.742
norteamericano	8266	24.724
femenina	8265	24.721
descubrimiento	8264	24.718
lograron	8261	24.709
varones	8261	24.709
Padre	8258	24.7
musicales	8258	24.7
fácilmente	8256	24.694
incertidumbre	8254	24.688
académico	8252	24.682
interacción	8247	24.667
poniendo	8245	24.661
cigarrillo	8243	24.655
presentaron	8240	24.646
campañas	8237	24.637
sencilla	8236	24.634
Mis	8233	24.625
gestos	8233	24.625
columna	8230	24.616
marcado	8228	24.61
reserva	8225	24.601
Clara	8223	24.595
ramas	8223	24.595
mortalidad	8211	24.559
doy	8208	24.55
combatir	8195	24.511
episodio	8195	24.511
lesión	8195	24.511
Álvarez	8194	24.508
regulación	8193	24.506
Ay	8192	24.503
ministra	8188	24.491
escolares	8187	24.488
intelectuales	8184	24.479
campesinos	8174	24.449
gato	8170	24.437
malas	8167	24.428
urbana	8166	24.425
sirvió	8164	24.419
44	8154	24.389
apartamento	8154	24.389
sonrió	8153	24.386
hablamos	8151	24.38
Unidad	8150	24.377
ministros	8147	24.368
Segunda	8146	24.365
Sé	8142	24.353
rico	8142	24.353
examen	8140	24.347
cuantos	8138	24.341
signos	8137	24.338
conforme	8134	24.329
dichos	8133	24.326
miradas	8130	24.317
inmediata	8125	24.302
enfermos	8124	24.299
cotidiana	8119	24.284
llamados	8117	24.278
nubes	8114	24.269
débil	8111	24.26
ilegal	8110	24.257
cantar	8107	24.248
paciencia	8104	24.239
Hombre	8101	24.23
apariencia	8099	24.224
escuchó	8097	24.218
humedad	8097	24.218
1991	8094	24.209
componente	8094	24.209
precisión	8093	24.206
reducido	8084	24.179
circuito	8077	24.159
ETA	8073	24.147
Rosario	8073	24.147
misterio	8071	24.141
sentidos	8067	24.129
afectan	8062	24.114
Blanco	8060	24.108
responsabilidades	8053	24.087
paquete	8048	24.072
heridos	8047	24.069
barrios	8042	24.054
actitudes	8040	24.048
Mayor	8039	24.045
Quito	8038	24.042
finalidad	8037	24.039
increíble	8037	24.039
explicaciones	8025	24.003
realizaron	8023	23.997
queso	8022	23.994
móviles	8017	23.979
tropas	8015	23.973
mencionar	8014	23.97
terror	8013	23.967
poema	8011	23.961
James	8007	23.949
Apenas	8005	23.943
deportivo	8005	23.943
seguidores	8002	23.934
virtud	8002	23.934
Gonzalo	7999	23.925
sentó	7999	23.925
peligroso	7998	23.922
petición	7998	23.922
imprescindible	7995	23.913
curioso	7993	23.907
droga	7989	23.895
encontrarse	7989	23.895
labores	7985	23.883
negó	7983	23.877
provocó	7981	23.871
complejidad	7976	23.856
comentario	7974	23.85
humanas	7974	23.85
Tan	7970	23.839
muchachos	7970	23.839
repetir	7968	23.833
subió	7968	23.833
característica	7967	23.83
trabajaba	7965	23.824
fortalecer	7963	23.818
beber	7962	23.815
43	7960	23.809
indican	7959	23.806
250	7954	23.791
Isla	7954	23.791
magnitud	7952	23.785
hermosa	7948	23.773
próximas	7946	23.767
carbono	7944	23.761
Madre	7943	23.758
bandera	7943	23.758
intervenciones	7936	23.737
apuntó	7932	23.725
empate	7930	23.719
escaleras	7930	23.719
oscura	7929	23.716
referente	7925	23.704
convertir	7921	23.692
determinados	7921	23.692
gustan	7919	23.686
resultaba	7919	23.686
fija	7918	23.683
muerta	7917	23.68
precisa	7916	23.677
diabetes	7914	23.671
educativos	7914	23.671
plazas	7913	23.668
poemas	7911	23.662
desierto	7910	23.659
Galicia	7909	23.656
capa	7906	23.647
Mauricio	7905	23.644
récord	7905	23.644
tejido	7905	23.644
claves	7901	23.632
metas	7901	23.632
antecedentes	7900	23.629
Cultural	7880	23.569
Robert	7878	23.563
balance	7875	23.554
canto	7870	23.539
mostrado	7865	23.524
infección	7862	23.515
consigue	7855	23.495
T	7852	23.486
coronel	7852	23.486
entrevistas	7852	23.486
colegas	7851	23.483
críticos	7850	23.48
sirven	7847	23.471
escritorio	7844	23.462
significativo	7843	23.459
detenidos	7842	23.456
extrema	7842	23.456
Rubén	7840	23.45
Oriente	7839	23.447
reproducción	7839	23.447
claras	7834	23.432
denominado	7832	23.426
estuve	7831	23.423
directores	7825	23.405
ejercer	7824	23.402
Hubo	7823	23.399
teléfonos	7822	23.396
echar	7812	23.366
limitaciones	7812	23.366
democrática	7811	23.363
New	7810	23.36
Otras	7810	23.36
montañas	7805	23.345
colocar	7804	23.342
urgencia	7804	23.342
Mariano	7802	23.336
estatales	7801	23.333
comandante	7799	23.327
taxi	7798	23.324
loca	7797	23.321
salvar	7797	23.321
llegando	7794	23.312
unión	7794	23.312
históricos	7793	23.309
catalán	7791	23.303
suena	7791	23.303
Lorenzo	7790	23.3
corre	7789	23.297
atractivo	7787	23.291
afirmar	7785	23.285
efectivamente	7785	23.285
lluvias	7785	23.285
Tienes	7782	23.276
cubanos	7780	23.27
nieve	7778	23.264
entera	7775	23.255
polémica	7773	23.249
advierte	7772	23.246
intensa	7770	23.24
organizar	7768	23.234
accidentes	7762	23.216
frecuentes	7758	23.204
artístico	7754	23.192
encontraban	7754	23.192
marcó	7754	23.192
chino	7752	23.186
llegué	7752	23.186
quede	7750	23.18
Mujer	7749	23.177
deterioro	7749	23.177
amigas	7748	23.174
dispositivo	7745	23.166
generan	7729	23.118
terroristas	7728	23.115
secretos	7727	23.112
aprendido	7725	23.106
electorales	7725	23.106
expresiones	7724	23.103
secundaria	7722	23.097
Lucas	7719	23.088
muro	7719	23.088
dormido	7711	23.064
Marcelo	7709	23.058
escalera	7707	23.052
supe	7706	23.049
medir	7705	23.046
escrita	7700	23.031
jurídico	7699	23.028
prioridad	7699	23.028
enemigos	7695	23.016
código	7694	23.013
rincón	7693	23.01
salario	7693	23.01
41	7692	23.007
piano	7688	22.995
ampliar	7687	22.992
felices	7683	22.98
despertar	7681	22.974
separación	7678	22.965
Humanos	7674	22.953
escenas	7673	22.95
i	7673	22.95
genética	7671	22.944
95	7668	22.935
Lucía	7666	22.929
sorprendió	7665	22.926
consejos	7661	22.914
comedor	7660	22.911
agrícola	7659	22.908
Silva	7657	22.902
énfasis	7653	22.89
asistir	7651	22.884
montón	7650	22.881
revisar	7643	22.86
islas	7641	22.854
manejar	7637	22.842
electricidad	7636	22.84
habrían	7636	22.84
planificación	7636	22.84
participan	7632	22.828
tecnológico	7632	22.828
símbolo	7631	22.825
Claudia	7623	22.801
determinada	7623	22.801
nuclear	7621	22.795
programación	7621	22.795
Existen	7620	22.792
desaparecer	7619	22.789
feria	7617	22.783
tela	7617	22.783
obesidad	7616	22.78
Max	7615	22.777
desgracia	7615	22.777
caminando	7609	22.759
departamentos	7607	22.753
bailar	7606	22.75
respiración	7606	22.75
Pacífico	7604	22.744
construido	7604	22.744
tardes	7603	22.741
caballos	7599	22.729
ciudadana	7598	22.726
recoge	7597	22.723
ruso	7596	22.72
Jean	7595	22.717
olvido	7594	22.714
senador	7592	22.708
jurídica	7591	22.705
trimestre	7590	22.702
rango	7587	22.693
comenzado	7586	22.69
registros	7586	22.69
participaron	7585	22.687
Ángeles	7583	22.681
LAS	7580	22.672
desempleo	7579	22.669
citado	7578	22.666
Facebook	7575	22.657
filme	7568	22.636
acudir	7567	22.633
digitales	7566	22.63
jornadas	7561	22.615
jugó	7561	22.615
acercarse	7559	22.609
empezado	7555	22.597
juvenil	7554	22.594
internos	7549	22.579
prisa	7547	22.573
Latinoamérica	7546	22.57
sienten	7545	22.567
perdón	7542	22.558
Superior	7539	22.549
Andalucía	7538	22.546
radical	7538	22.546
toman	7532	22.528
Eres	7527	22.513
Romero	7526	22.51
ejemplares	7520	22.493
observó	7519	22.49
retorno	7517	22.484
bebidas	7516	22.481
cubierta	7515	22.478
aceptó	7507	22.454
disminuir	7506	22.451
contactos	7505	22.448
correcto	7503	22.442
testigo	7500	22.433
negativo	7498	22.427
manifiesta	7495	22.418
abiertas	7486	22.391
profundamente	7486	22.391
perdida	7485	22.388
jefes	7484	22.385
rodillas	7481	22.376
gritó	7479	22.37
provocar	7476	22.361
variable	7476	22.361
discriminación	7475	22.358
choque	7473	22.352
precisó	7469	22.34
portal	7466	22.331
frutos	7461	22.316
empleado	7459	22.31
prevé	7459	22.31
renta	7458	22.307
Australia	7457	22.304
dispuestos	7457	22.304
aniversario	7456	22.301
tecnológica	7452	22.289
suficientemente	7451	22.286
Medicina	7450	22.283
fila	7446	22.271
huelga	7443	22.262
abandono	7441	22.256
IV	7440	22.253
territorial	7438	22.247
marcador	7434	22.235
recorrer	7434	22.235
700	7433	22.232
convenio	7432	22.229
cumplido	7432	22.229
manifiesto	7432	22.229
utilizados	7431	22.226
terapia	7429	22.22
socialistas	7427	22.214
necesito	7425	22.208
dibujos	7422	22.199
secretaria	7421	22.196
escándalo	7420	22.193
estrés	7416	22.181
vocación	7412	22.17
colegios	7410	22.164
47	7404	22.146
coches	7395	22.119
significativa	7392	22.11
Virgen	7391	22.107
manifestación	7391	22.107
primavera	7389	22.101
46	7388	22.098
testigos	7386	22.092
acusado	7385	22.089
dueños	7385	22.089
materias	7383	22.083
aficionados	7382	22.08
Rajoy	7381	22.077
centímetros	7379	22.071
cierra	7378	22.068
ejercicios	7375	22.059
abogados	7374	22.056
normalmente	7370	22.044
anunciado	7368	22.038
prestigio	7367	22.035
sentada	7365	22.029
multitud	7364	22.026
concluir	7363	22.023
permanecer	7360	22.014
negras	7358	22.008
abordar	7357	22.005
castigo	7357	22.005
Paco	7356	22.002
Nuestro	7352	21.99
eficiente	7351	21.987
pendientes	7351	21.987
expresar	7349	21.981
seguirá	7346	21.972
sesiones	7346	21.972
espiritual	7342	21.96
Figura	7341	21.957
ensayos	7336	21.942
Sería	7334	21.936
Público	7333	21.933
archivos	7333	21.933
detectar	7332	21.93
salsa	7329	21.921
recibieron	7326	21.912
usan	7325	21.909
investigar	7324	21.906
52	7322	21.9
literaria	7322	21.9
uniforme	7320	21.894
específicas	7319	21.891
trabajado	7316	21.882
solía	7314	21.876
compleja	7310	21.864
Fuentes	7309	21.861
XXI	7309	21.861
entregar	7301	21.838
deber	7300	21.835
Distrito	7298	21.829
núcleo	7297	21.826
incluidos	7296	21.823
básico	7295	21.82
ubicada	7294	21.817
mm	7293	21.814
sufre	7292	21.811
vuelven	7291	21.808
compuesto	7290	21.805
fiebre	7285	21.79
únicos	7284	21.787
obtenidos	7280	21.775
bomba	7279	21.772
Calderón	7278	21.769
temperaturas	7278	21.769
Código	7276	21.763
rutina	7276	21.763
conveniente	7275	21.76
gigante	7274	21.757
metió	7273	21.754
vencer	7273	21.754
clásica	7267	21.736
proyección	7267	21.736
combustible	7263	21.724
Suárez	7260	21.715
Información	7259	21.712
Toda	7257	21.706
asistentes	7253	21.694
té	7253	21.694
Agencia	7251	21.688
conviene	7250	21.685
clubes	7248	21.679
decidieron	7246	21.673
culpable	7245	21.67
generado	7244	21.667
lógico	7243	21.664
normativa	7243	21.664
reflejo	7242	21.661
Berlín	7241	21.658
1989	7238	21.649
inclusión	7236	21.643
democrático	7235	21.64
Miranda	7233	21.634
preocupa	7227	21.616
ahorro	7223	21.604
escasa	7222	21.601
muebles	7218	21.589
básicas	7216	21.583
sofá	7216	21.583
condena	7213	21.574
obligaciones	7212	21.571
rescate	7212	21.571
cintura	7211	21.568
decirlo	7211	21.568
liberación	7208	21.559
ligeramente	7207	21.556
fábrica	7203	21.544
intenciones	7202	21.541
herida	7198	21.529
regla	7193	21.514
Junto	7191	21.508
Silencio	7187	21.497
incapaz	7186	21.494
contempla	7182	21.482
Vega	7179	21.473
alturas	7178	21.47
guitarra	7176	21.464
cruzar	7174	21.458
deje	7174	21.458
Fidel	7172	21.452
Alguien	7171	21.449
harina	7170	21.446
Política	7169	21.443
mantenido	7169	21.443
constantemente	7168	21.44
empezaba	7167	21.437
Asia	7165	21.431
ocurrir	7164	21.428
anuales	7162	21.422
emisiones	7162	21.422
Sierra	7159	21.413
puse	7159	21.413
trama	7159	21.413
determinación	7152	21.392
UN	7151	21.389
añadir	7151	21.389
leve	7149	21.383
caracteriza	7145	21.371
sonidos	7139	21.353
fresco	7137	21.347
testimonio	7137	21.347
compras	7132	21.332
pantalón	7132	21.332
amarillo	7130	21.326
azules	7126	21.314
colonia	7125	21.311
Sofía	7122	21.302
integrado	7120	21.296
enfrente	7117	21.287
ingeniero	7116	21.284
créditos	7114	21.278
informado	7113	21.275
jurado	7113	21.275
cerrada	7112	21.272
metal	7112	21.272
pregunto	7103	21.245
propuesto	7102	21.242
soporte	7101	21.239
impulsar	7100	21.236
aliento	7098	21.23
trajo	7098	21.23
terrenos	7097	21.227
justamente	7094	21.218
paga	7093	21.215
Richard	7091	21.209
embajador	7091	21.209
flujo	7089	21.203
residuos	7088	21.2
guarda	7086	21.194
encuestas	7084	21.188
obtenido	7084	21.188
oeste	7083	21.185
logro	7081	21.179
escuchaba	7080	21.176
metido	7077	21.168
Respecto	7074	21.159
garantía	7073	21.156
revela	7071	21.15
correcta	7069	21.144
afectado	7068	21.141
utilidad	7068	21.141
Sala	7067	21.138
orilla	7063	21.126
anda	7062	21.123
equivalente	7062	21.123
Federico	7059	21.114
asimismo	7059	21.114
escuchado	7058	21.111
solicitud	7058	21.111
trago	7058	21.111
explosión	7052	21.093
famosa	7052	21.093
U	7049	21.084
tormenta	7048	21.081
Óscar	7048	21.081
Peña	7047	21.078
denuncias	7043	21.066
alumno	7041	21.06
basa	7040	21.057
lee	7036	21.045
quinta	7035	21.042
Fuerzas	7033	21.036
diera	7033	21.036
tranquila	7032	21.033
sobrevivir	7031	21.03
Facultad	7030	21.027
surgió	7026	21.015
disponibilidad	7025	21.012
Colegio	7024	21.009
registrado	7024	21.009
Oro	7023	21.006
estadísticas	7022	21.003
vídeo	7022	21.003
directivos	7018	20.991
monto	7018	20.991
selva	7017	20.988
alianza	7016	20.985
bandas	7014	20.979
existente	7014	20.979
atentado	7011	20.97
pantalones	7010	20.967
virtual	7007	20.958
85	7004	20.949
chocolate	7004	20.949
ampliación	7001	20.94
elaborar	7000	20.937
Están	6994	20.919
sabían	6992	20.913
instrucciones	6991	20.91
señalan	6991	20.91
Iván	6989	20.904
Margarita	6988	20.901
teatral	6985	20.892
Twitter	6984	20.889
conduce	6983	20.886
computadora	6979	20.874
suyos	6978	20.871
cebolla	6975	20.862
reduce	6975	20.862
enviar	6973	20.856
incrementar	6972	20.853
muchísimo	6972	20.853
Navidad	6971	20.85
TV	6968	20.841
inevitable	6966	20.836
religiosa	6965	20.833
doctora	6964	20.83
corrientes	6962	20.824
dejé	6962	20.824
faltaba	6961	20.821
hicimos	6961	20.821
ancho	6957	20.809
azar	6956	20.806
Esteban	6954	20.8
descripción	6950	20.788
garganta	6950	20.788
relevantes	6950	20.788
camiseta	6949	20.785
pausa	6946	20.776
discursos	6943	20.767
edades	6942	20.764
moverse	6941	20.761
Alianza	6938	20.752
Recuerdo	6938	20.752
cm	6935	20.743
impide	6932	20.734
posiblemente	6931	20.731
Portugal	6929	20.725
desastre	6928	20.722
impedir	6928	20.722
concluye	6927	20.719
industriales	6927	20.719
visible	6927	20.719
aparentemente	6925	20.713
alza	6924	20.71
peces	6922	20.704
entendido	6921	20.701
logros	6921	20.701
literario	6920	20.698
siga	6920	20.698
proteínas	6918	20.692
bloque	6916	20.686
fundación	6916	20.686
Mamá	6915	20.683
SE	6914	20.68
agradable	6912	20.674
bella	6912	20.674
ADN	6910	20.668
venga	6908	20.662
confusión	6905	20.653
fruta	6905	20.653
sugiere	6903	20.647
indios	6902	20.644
pistola	6902	20.644
limpia	6899	20.635
determinadas	6895	20.623
rivales	6894	20.62
supuestamente	6893	20.617
horario	6890	20.608
ocupar	6890	20.608
estancia	6889	20.605
restaurantes	6889	20.605
duró	6888	20.602
habitaciones	6885	20.593
cuero	6881	20.581
salarios	6880	20.578
Herrera	6879	20.575
ocupación	6878	20.572
mantenerse	6875	20.563
promesa	6875	20.563
americano	6874	20.56
sostenible	6874	20.56
crece	6870	20.548
Presidencia	6868	20.542
Dice	6864	20.53
conciertos	6863	20.527
detiene	6862	20.524
enfrenta	6862	20.524
comité	6861	20.521
controles	6861	20.521
contento	6858	20.512
representar	6855	20.504
traer	6855	20.504
Marina	6852	20.495
leyenda	6849	20.486
Han	6848	20.483
Somos	6843	20.468
cementerio	6843	20.468
enviado	6842	20.465
pesetas	6841	20.462
escritos	6839	20.456
sufrimiento	6837	20.45
recepción	6833	20.438
lago	6829	20.426
montaje	6827	20.42
volvieron	6826	20.417
describe	6825	20.414
coste	6824	20.411
físicas	6821	20.402
músico	6821	20.402
Supremo	6818	20.393
huevo	6817	20.39
Debe	6815	20.384
banca	6815	20.384
estable	6814	20.381
buscó	6813	20.378
abandonado	6812	20.375
llevará	6807	20.36
crónica	6804	20.351
cabezas	6801	20.342
específica	6800	20.339
impuso	6800	20.339
cumpleaños	6797	20.33
llegamos	6797	20.33
estreno	6796	20.327
cuidar	6793	20.318
arco	6791	20.312
entrado	6791	20.312
comienzos	6788	20.303
poetas	6787	20.3
infierno	6786	20.297
naranja	6785	20.294
invitado	6783	20.288
leyendo	6777	20.27
robo	6776	20.267
diaria	6774	20.261
herencia	6766	20.237
relevancia	6765	20.234
abuso	6761	20.222
Muñoz	6759	20.216
propietarios	6758	20.213
2017	6757	20.21
echó	6757	20.21
corresponden	6755	20.204
poseen	6754	20.201
volante	6754	20.201
independientes	6753	20.198
mencionado	6750	20.189
héroe	6747	20.18
miran	6747	20.18
creatividad	6746	20.177
supervivencia	6744	20.172
dibujo	6743	20.169
Tabla	6742	20.166
interesantes	6742	20.166
Van	6741	20.163
consumidor	6741	20.163
álbum	6740	20.16
eliminación	6739	20.157
intimidad	6737	20.151
visitante	6732	20.136
derivados	6729	20.127
genes	6729	20.127
rayos	6725	20.115
juntas	6724	20.112
vínculo	6723	20.109
dichas	6722	20.106
reacciones	6720	20.1
clásicos	6719	20.097
listas	6719	20.097
registró	6719	20.097
presos	6718	20.094
sindicatos	6716	20.088
modificar	6715	20.085
viejas	6715	20.085
fallo	6712	20.076
valle	6712	20.076
épocas	6708	20.064
interesados	6706	20.058
colombiana	6703	20.049
vidrio	6703	20.049
Florida	6702	20.046
colombianos	6702	20.046
Mañana	6700	20.04
quiénes	6694	20.022
suspensión	6692	20.016
destacado	6690	20.01
patrones	6689	20.007
llevaban	6687	20.001
venían	6687	20.001
novedad	6686	19.998
volví	6682	19.986
1980	6680	19.98
Colón	6677	19.971
sufren	6673	19.959
Estudios	6672	19.956
cansancio	6670	19.95
sonríe	6669	19.947
comprende	6666	19.938
delegación	6664	19.932
Exteriores	6661	19.923
calendario	6661	19.923
pisos	6659	19.917
invitación	6658	19.914
solas	6658	19.914
policiales	6656	19.908
usos	6656	19.908
Uribe	6655	19.905
desayuno	6652	19.896
54	6651	19.893
apreciar	6648	19.884
seguida	6648	19.884
emisión	6644	19.872
aportar	6642	19.866
soberanía	6639	19.857
empecé	6636	19.848
introducción	6636	19.848
discutir	6635	19.845
49	6633	19.84
preguntaba	6633	19.84
Alto	6631	19.834
falso	6631	19.834
parto	6626	19.819
relatos	6626	19.819
productivo	6625	19.816
piensan	6621	19.804
resumen	6618	19.795
x	6618	19.795
competir	6617	19.792
problemática	6616	19.789
quedaban	6614	19.783
ácido	6613	19.78
resultan	6612	19.777
franceses	6610	19.771
inmensa	6610	19.771
retrato	6608	19.765
tramo	6608	19.765
tomaron	6604	19.753
Director	6597	19.732
positivos	6597	19.732
continua	6596	19.729
ruedas	6596	19.729
aceptación	6594	19.723
aclaró	6594	19.723
afrontar	6594	19.723
bolsas	6594	19.723
escasos	6591	19.714
extremos	6589	19.708
nave	6589	19.708
Pilar	6587	19.702
revés	6586	19.699
vigencia	6586	19.699
envió	6585	19.696
pájaros	6584	19.693
pesca	6582	19.687
asesino	6581	19.684
llevando	6581	19.684
120	6578	19.675
sentarse	6578	19.675
considerada	6576	19.669
ingredientes	6576	19.669
cadenas	6575	19.666
armado	6574	19.663
coloca	6574	19.663
vivimos	6565	19.636
agrícolas	6563	19.63
masas	6563	19.63
electrónica	6560	19.621
destinado	6559	19.618
habilidad	6558	19.615
Corea	6557	19.612
Sabes	6557	19.612
intentos	6556	19.609
situado	6556	19.609
Esos	6555	19.606
elegante	6553	19.6
series	6553	19.6
raza	6549	19.588
cometido	6547	19.582
rara	6542	19.567
afectadas	6541	19.564
adicional	6537	19.552
dejo	6537	19.552
Montevideo	6536	19.549
Ortiz	6534	19.543
necesitamos	6534	19.543
domicilio	6532	19.537
abrazo	6529	19.528
publicaciones	6529	19.528
religioso	6529	19.528
esenciales	6526	19.519
pa	6523	19.51
dedicó	6521	19.505
despacio	6520	19.502
murieron	6519	19.499
acabado	6516	19.49
bonito	6516	19.49
conductas	6515	19.487
verdaderamente	6512	19.478
aprobó	6510	19.472
renuncia	6510	19.472
Judicial	6509	19.469
cálculo	6509	19.469
establecimientos	6506	19.46
incorporar	6505	19.457
urgente	6505	19.457
instancias	6501	19.445
rigor	6501	19.445
espectacular	6500	19.442
educativas	6498	19.436
signo	6498	19.436
magia	6497	19.433
mito	6497	19.433
orquesta	6497	19.433
darme	6492	19.418
referencias	6491	19.415
reveló	6491	19.415
comercialización	6488	19.406
llevo	6486	19.4
relativa	6486	19.4
gubernamentales	6485	19.397
camión	6483	19.391
vuelva	6483	19.391
firmado	6481	19.385
51	6480	19.382
horno	6480	19.382
seca	6480	19.382
cumbre	6479	19.379
externa	6478	19.376
ubicación	6477	19.373
Hola	6476	19.37
distinguir	6475	19.367
interpretar	6472	19.358
oye	6472	19.358
realizando	6471	19.355
Cuatro	6470	19.352
inútil	6469	19.349
solitario	6469	19.349
ése	6468	19.346
ascenso	6467	19.343
recinto	6466	19.34
vestidos	6466	19.34
parcial	6465	19.337
eléctrico	6463	19.331
quise	6462	19.328
favorable	6461	19.325
metodología	6461	19.325
ecosistemas	6460	19.322
castellano	6459	19.319
sube	6459	19.319
dólar	6454	19.304
trabajador	6454	19.304
documentación	6452	19.298
universitarios	6452	19.298
Medellín	6444	19.274
elaborado	6444	19.274
milagro	6444	19.274
soportar	6443	19.271
broma	6438	19.256
circunstancia	6436	19.25
modalidad	6435	19.247
pollo	6434	19.244
seno	6428	19.226
candidatura	6426	19.22
cercanos	6426	19.22
Boca	6422	19.208
institucionales	6421	19.205
corporal	6420	19.202
posteriores	6419	19.199
permitía	6417	19.193
ayudas	6416	19.19
conducir	6414	19.184
movilidad	6411	19.175
presentará	6411	19.175
estaciones	6410	19.173
adopción	6408	19.167
funcionar	6408	19.167
garantías	6408	19.167
debilidad	6407	19.164
maestra	6407	19.164
meter	6406	19.161
refugio	6402	19.149
sueldo	6400	19.143
ingresar	6399	19.14
teorías	6398	19.137
globalización	6396	19.131
dioses	6393	19.122
Félix	6391	19.116
participó	6391	19.116
estableció	6387	19.104
deportiva	6386	19.101
aseguran	6379	19.08
creciendo	6379	19.08
vacuna	6379	19.08
cuadrados	6378	19.077
poquito	6377	19.074
drama	6376	19.071
físicos	6376	19.071
creencias	6374	19.065
alemana	6370	19.053
provocado	6367	19.044
desarrollan	6364	19.035
ruptura	6363	19.032
huellas	6362	19.029
Ramos	6361	19.026
cocaína	6360	19.023
votación	6356	19.011
56	6352	18.999
íbamos	6352	18.999
prepara	6346	18.981
vegetales	6345	18.978
vegetación	6344	18.975
permanece	6342	18.969
cirugía	6341	18.966
gustó	6338	18.957
masculino	6338	18.957
tiende	6336	18.951
64	6335	18.948
informa	6331	18.936
Hollywood	6330	18.933
Canal	6328	18.927
hermanas	6327	18.924
judiciales	6326	18.921
gustado	6325	18.918
éramos	6325	18.918
Región	6324	18.915
hermoso	6321	18.906
gloria	6320	18.903
adolescencia	6319	18.9
contraste	6316	18.891
exigencias	6316	18.891
CON	6314	18.885
competitividad	6313	18.882
conocemos	6313	18.882
dedicada	6312	18.879
terrorista	6312	18.879
fiel	6311	18.876
sustancia	6311	18.876
directiva	6310	18.873
peores	6309	18.87
adulto	6308	18.867
portero	6308	18.867
pagos	6304	18.855
longitud	6302	18.849
comedia	6298	18.838
definitivo	6298	18.838
pertenecen	6297	18.835
síntesis	6297	18.835
chilena	6292	18.82
simples	6288	18.808
verduras	6287	18.805
complejos	6282	18.79
Agricultura	6281	18.787
marcar	6279	18.781
asociado	6278	18.778
resultar	6278	18.778
autos	6277	18.775
liberal	6277	18.775
53	6276	18.772
efectivos	6274	18.766
Papa	6273	18.763
Éste	6273	18.763
acumulación	6272	18.76
altamente	6272	18.76
sudor	6268	18.748
europeas	6266	18.742
sombrero	6264	18.736
rostros	6262	18.73
tuvimos	6262	18.73
misa	6260	18.724
colectivos	6259	18.721
comunicaciones	6255	18.709
demostró	6255	18.709
periodismo	6253	18.703
Servicios	6252	18.7
convicción	6251	18.697
Ello	6247	18.685
casualidad	6245	18.679
Tecnología	6241	18.667
certamen	6240	18.664
perdiendo	6235	18.649
inicios	6233	18.643
antiguas	6232	18.64
completar	6226	18.622
empiezan	6224	18.616
sillón	6223	18.613
iniciado	6222	18.61
llanto	6220	18.604
específicamente	6219	18.601
lenguas	6217	18.595
artificial	6216	18.592
básicamente	6216	18.592
aclarar	6215	18.589
Andrea	6214	18.586
patas	6214	18.586
vea	6214	18.586
acompaña	6210	18.574
dios	6206	18.562
nace	6202	18.55
discapacidad	6201	18.547
indispensable	6201	18.547
reír	6199	18.541
aporta	6198	18.538
caos	6195	18.529
provenientes	6191	18.517
veremos	6189	18.511
Microsoft	6185	18.5
Radio	6183	18.494
sepa	6183	18.494
afición	6182	18.491
aparatos	6182	18.491
aviones	6181	18.488
Juana	6180	18.485
apellido	6180	18.485
llamas	6180	18.485
extra	6176	18.473
modificaciones	6175	18.47
William	6174	18.467
autorización	6174	18.467
detención	6174	18.467
crema	6173	18.464
conforman	6172	18.461
vinos	6171	18.458
empleos	6170	18.455
desarrollados	6169	18.452
dedica	6168	18.449
recurrir	6168	18.449
retos	6168	18.449
creador	6165	18.44
desigualdad	6165	18.44
vayan	6165	18.44
afán	6159	18.422
conservar	6159	18.422
hoteles	6159	18.422
aplica	6158	18.419
